suggestionId,body,author,link,title,category,votes,timestamp
(23850,"How many of you dont play the Lotto because you think its a waste of money? Or you think the odds are so astronomically against you, that its not only a waste of money but a waste of time as well? Andyou would be right. Playing the Lottosomepeople say, \""is a voluntary tax on stupidity.\"" Someargue that its not even gambling. After all, when the odds are one in 48 millionthats not gambling  thats charity! Take your pick.\nMy idea allows you to play the Lotto (of a sort) with the entire thrill and excitement associated with it  without assuming any monetary risk. How you say? We play the Starbucks Lotto with our registered card. Thats how.\nOnce a day Starbucks would randomly select one registered Starbucks Card,revealing only the last eight numbers of the card. The numbers would be on their official web site directing you to the proper link. If your numbers match the numbers on the web site, you then present your registered card to your favorite Starbucks coffeehouse on that same day. The barista will then verify the bona fide match, entitling you to any free drink. \n",Expresso101\n,http://mystarbucksidea.force.com/ideaview?id=08750000000HA1XAAW,Luck be a lady,Other+Involvement+Ideas,-220,11/30/2010 10:01 PM)
(23851,"I would like the option of a free pastry instead of only a free coffee with my postcard I get in the mail mafter perchasing 15 drinks. Since most specialty drinks are around $5.00 and Pastries are about $2.00, wouldn't that save starbucks money and keep you from throwing away pastries at the end of the day?\n",picmeup\n,http://mystarbucksidea.force.com/ideaview?id=08750000000HA4vAAG,trade free drink  for free pastry.,Other+Involvement+Ideas,-10,12/1/2010 10:48 AM)
(23852,Since it's world AIDS day/12 days of sharing\nhow about a concert that benefits everyone suffering from AIDS?? every cent made can go straight to the fund\n\n,coldhotsauce58\n,http://mystarbucksidea.force.com/ideaview?id=08750000000HA8iAAG,coffehouse related,Other+Involvement+Ideas,-70,12/1/2010 5:15 PM)
(25387,"Bonjour je vous cris parce que j ai vu sur Facebook une ide qui je suis certaine pourrais se faire dans vos restaurants. tant une compagnie nord Amricaine ou le froid fait partie de nos vies,l hiver tant  nos portes voici cette ide. En Belgique dans les cafs les gens peuvent commander leur cafs avec un ou plusieurs cafs suspendus(pr pay) qui seront destin  toutes ces personnes qui ne peuvent s offrir un caf chaud ( itinrant) avec nos hiver je pense que ce serait bien apprci. Et connaissant les qubcois se sera un succs!  Vous tes une entreprise de coeur alors je vous soumets cette ide en esprant la voir ce raliser. Merci  l avance!\n",julie41\n,http://mystarbucksidea.force.com/ideaview?id=08750000000J4yTAAS,Les cafs suspendus,Other+Involvement+Ideas,-140,10/25/2013 11:18 AM)
(25388,"The other day I ran across a video by a group of guys who call themselves GiveBack Films. The guys went around their town and gave $100 to people who were homeless and did so only to see them smile.\nMy idea is to do the same thing. I would like to see Starbucks partners take $100 each from checks, tips or personal funds and go out into their communities and give it to someone who is less fortunate. If $100 is too much, give whatever is comfortable for you.\nIf you do not feel comfortable giving a stranger $100, go buy $100 worth or food, clothes or personal hygenic items to give to someone in need.\nI will be doing this and documenting it on my website and social media outlets to share stories, photos and videos of the people I have the opportunity to meet and will give updates on how they are doing.\nThis is just a way to help continue Starbucks tradition of giving back. Let's make a difference together.\n",kylesaidthis\n,http://mystarbucksidea.force.com/ideaview?id=08750000000J50FAAS,Starbucks Gives Back,Other+Involvement+Ideas,-250,10/25/2013 5:49 PM)
(25389,"Anyone remember those \""Have Your Say\"" cups, with wonderful little comments solicited (sometimes questionably) from Starbucks customers?Well, why not have the same concept translated into \""STARBUCKS POLICY CUPS\""!Something like:Did you know that Starbucks offers free refills when you use your registered Starbucks card? Here's what we offer.....\nOr, Did you know if you register your Starbucks Gift Card, you'll be eligible for a FREE beverage or food item on your birthday. Here's what you're eligible for.....\nOr maybe, If you're not pleased with this beverage Please let us know, and we'll make it right.\n\nSometimes what everyone just presumes everyone knows, may not be as widely known as thought.\n\n",TooEasy\n,http://mystarbucksidea.force.com/ideaview?id=08750000000J50ZAAS,Explaining Starbucks POLICY on TO GO CUPS and PASTRY BAGS,Other+Involvement+Ideas,-70,10/25/2013 8:47 PM)
(25390,Have a Starbucks truck that can be used for nonprofit evens or fundraisers. Have two to three employees volunteer. Give back to the community by splitting proceeds. \n,campbela12\n,http://mystarbucksidea.force.com/ideaview?id=08750000000J53YAAS,Starbucks truck- for nonprofit groups,Other+Involvement+Ideas,-150,10/26/2013 5:52 PM)
(25391,"5-10 different organisation logos would be printed on cups. When someone orders a coffee one can choose which cup/organisation to help. A % of the $ would then be sent.\nStarbucks has become a big part of the community... It would be an excellent way now to see our money going towards needing organisations (ie: breast cancer, aids...etc)\n",naneki78\n,http://mystarbucksidea.force.com/ideaview?id=08750000000J55AAAS,Part of proceeds going to non profit,Other+Involvement+Ideas,-90,10/27/2013 11:39 AM)
(25392,"Heres an idea in the purist sense of the word. Nothing tactile shall come of it, nor is it intended to produce a tangible result. As a goodwill gesture, I suggest we make Melody honorary matriarch the MSI website. What say you? = )\n\n",Esquimaux\n,http://mystarbucksidea.force.com/ideaview?id=08750000000J5CaAAK,In name only,Other+Involvement+Ideas,-50,10/28/2013 8:46 PM)
(25393,Create an annual random act of coffee day.\nChoose the slowest day of the year and ecourage everyone to visit Starbucks and pay for the coffee for the person behind them as well on that day.\n,hfinney04\n,http://mystarbucksidea.force.com/ideaview?id=08750000000J5IOAA0,Annual Random Act of Coffee Day,Other+Involvement+Ideas,-90,10/29/2013 3:01 PM)
(25394,"\n\nI have worked for the federal government my entire adult life (Im 41) and in 2009, I left my agency to transfer to the VA. Having an incredible career for many years and being able to travel to many places, I always noticed the homeless veterans and their families. As I started to get to know many of these wonderful men and women, I just had to get involved. I would get $76.00 a day when I was out of town working, most of this I spent on paying for hotel rooms and meals for our vets. I have spent the last four years working with our troops that are deployed, our troops that are returning and our homeless veterans. The one thing I have found in common with everyone is they miss a good cup of coffee, Starbucks being the favorite. I started a donation drive in Cook and Lake County of Illinois and we have sent thousands of bags of coffee to our troops far away and here at home. YES, our troops have coffee makers in the middle east, Im always asked that. It would be great if Starbucks customers donated any unused bags of coffee they have, it truly makes our brave men and women smile!!!!\n",JML1514\n,http://mystarbucksidea.force.com/ideaview?id=08750000000J5PAAA0,DONATE COFFEE TO OUR TROOPS AND VETERANS,Other+Involvement+Ideas,-10,10/30/2013 8:12 AM)
(25395,My 10 yr old daughter is actually the one who got me hooked in Starbucks. You should have some kids options so the kids can get cool Starbucks drinks with mom and dad. The only real option she has is vanilla frappachino with squirt of raspberry. What about a school starter good energy smoothie. A kids club where points add up to win a book on Starbucks or being an entrepreneur. Or put together motivational thoughts for kiss from Starbucks drinkers. My favorite thing to do in the drive through line is buy the people's drinks behind me. Teaching my child to pass it on. CAKE POP rewards for great report cards etc. Get involved with youth. \nThanks for considering!\n,smoorecoffee\n,http://mystarbucksidea.force.com/ideaview?id=08750000000J5aEAAS,Kids Drinks,Other+Involvement+Ideas,-110,10/31/2013 7:31 AM)
(25396,If a customer brings his or her own cup should get a dollar or percentage off of purchase or even maybe a stamp off a get ten stamps and your next drink is free. The less cups used means less trash and can save money on wasting cups. A step towards Eco-Friendly.\n,cvann077\n,http://mystarbucksidea.force.com/ideaview?id=08750000000J5eaAAC,Save Cups Save the Earth,Other+Involvement+Ideas,-30,10/31/2013 8:43 PM)
(25397,"Mr. Schultz should hire me for one year period.  In that amount of time, I would strategically design and begin implementation of a long range plan that would reinvent the customer experience, expand the company footprint, and exponentially increase revenue, advance career satisfaction and enhance product supply chain distribution.  I guarantee it!\n",Detox55\n,http://mystarbucksidea.force.com/ideaview?id=08750000000J5epAAC,CO-CEO FOR A ONE YEAR PERIOD.,Other+Involvement+Ideas,-120,10/31/2013 11:33 PM)
(25398,The month of November is epilepsy awareness month and the color for epilepsy awareness is purple. Could we make a purple cup to support the cause and create awareness? Thank you! \n,hollylolly\n,http://mystarbucksidea.force.com/ideaview?id=08750000000J5mAAAS,Purple cup,Other+Involvement+Ideas,-90,11/2/2013 7:00 AM)
(25399,Would love to see a book club. My  14 year old daughter wrote a book and our local Starbucks is posting the news in the newsletter.  This would be a major influence on young readers if a teen club was started.  Look up Heartless by Mya Zemlock. A zombie apocalypse adventure! \n,ltraister\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JivDAAS,Starbucks book club,Other+Involvement+Ideas,-70,3/30/2014 7:19 PM)
(25400,"I oversee Career and Technical Education programs for the largest public school district in the state of Arizona. We currently have a two year Culinary Arts program, with over 1,000 students enrolled. We are developing ideas of how to diversify our program and identify industries that our students could have future employment in. \n\nHas Starbucks ever considered a high school Barista training program, in which students are trained on their home campus through  Culinary Arts courses? Students would have the opportunity to not only practice their craft on campus, but also learn the employability skills necessary to be successful in future Starbucks positions.\n\nIt would be a great opportunity for Starbucks to invest in education, have a low cost training program that would yield better, more prepared employees, and expand the Starbucks brand exclusively to high school campuses. \n",MLoria\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JloFAAS,High School Barista Training Program,Other+Involvement+Ideas,0,4/29/2014 10:25 PM)
